Review,Rating
"Best wireless buds by realme. It can be connected with 'realme link' app to select 1) bass boost, 2) dynamic, 3) bright Modes which are not available for other earphones.

Best earphone for both who like and don't like bass as the bass can be removed through 'Realme link' app as per need.",5
Realme buds wireless2 neo is best in this price range In BBD days I purchased this wireless earphones and it is worth it sound quality is good compare to other brands Battery backup is around 15 hours enough and design was good 😄😄😄😄,5
The product is good. The quality is little bit down from the previous one. But it is still good and its a good choice for music lovers. Not too bassy the voice is clear and crispy and u can still comtomise in realme link app.,5
Good product sound quality is also good but you have to adjust through realme link app Battry back up is decent i bought recently in BBD sale in rs.999,5
"Very nice product good quality, 11.2 bass create good music vibes,nothing to tell this product very good",5
2 months reslme buds 2 neo i am use.Sound bass clear sound good 👍 value for money good this is best qualiti i love this,5
Wow amazing product I'm so very glad buying this product it is really great 👌😊,5
Amazing music sound 👌👌 7 days no need to charge and light weight and flexible and very good color Must buy it🧡🧡🧡,4
Nice bass,5
Superb battery 4hour play in 10 persant battery and bass qwality superb,5
Very good product thanks ucool,5
Good 👍,4
Superb battery 🔋 bekeup,5
Nice,5
Very nice this product I am so happy,5
Good product,5
"This is value for money product.
Personally, I like the sound quality... Bass and treble is really good...
Just we need to fix it properly in ear else it will skid off...
Overall I love this product...",5
"Absolutely beautiful and light wait
And solid Value for money",5
Fantastic product🔥 hard bass quality 🥵😇 thankyou flipkart ♥️ I am happy from this product😊,5
Good product,5
It is so nice and his battery 🔋 Life is nice,4
Thanks flipkart...,5
Vary useful,5
Super,5
Go for it nice product ....,5
Nice product thanks flipkart,4
Combined with Xiaomi's inbuilt audio enhancer these earphones gives the best audio experience ever. Build quality is pretty sturdy and reliable. Overall a great product.,5
"First' of all... the sound quality is superb, I mean literally this is having crystal clear sound... I'll give 5 out of 5 star in sound quality 🌟🌟🌟🌟🌟

Second thing...Build quality is superb the wire quality microphone quality button quality earpeice quality is awesome believe me and yup its not metal but the look & feel is like metal. So in build quality I'll 5 star 🌟🌟🌟🌟🌟.

Third thing... In term of base this is slightly low...i mean perfect but kind of low...becuz when you have cry...
READ MORE",5
"What a gem of a product this is !!! Honesty speaking this is the best budget friendly earphones I have ever used. Trust me guys have used a tones of earphones, but this one lasted too long about 8-9 months. Highly recommended!!!
Design-5*
Durability-5*
Bass-5*
Sound quality-5*
3D Acoustics-4*
Tangling- No
Mic-Yes
Warranty-Yes 1 year
Extra 2 pairs of earbud available in the box and No L shaped connector still it's a good one.",5
"Amazing product in low budget
Really I love Boult actually I'm Redmi customer
But first time boult product using iam very impressive very very good product very good deal",5
Really great earplugs.. Best sound quality.. Loved the sound quality and the design.. Received them a day ago and already in love with these earplugs.. Value for money🥰🤟🤟,5
"Awesome product with low prise , sound Quality with base is perfect , sound is awesome and clear 3.5mm audio jack with extra coted....",4
"Boult is better than JBL, SONY, SKULLCANDY etc. but this product(Boult Bassbuds X1) is even better than its own two earphones i.e. Boult Bassbuds Oak and Boult Bassbuds Strom (I have used)... better in sound clarity from these two....

But, one thing is its wire is thinner than others, let's see how much time it survives....",5
"Great quality and the sound is actually great.
1) hd sound quality is great it has micro woffers.
2) built quality is great wires are thick.
3) hd calling is great my voice was clearly audible to other person on the call.
Perfect bass and nice one. Superb sound and it has noise cancellation
I personally recomment to buy this earphones 👌👌👌",5
Must buy this product this product having so much base and 3D sound I love it it and it was so good so good not it is excellent I love you thank you,5
"After 7 days review .
1. Bass is much poweful in this price range.
2. Sound quality is best and vocals are clear .
3. Build quality is aslo best and the look of this earphone is grogeous. Alumunium driver.
If you are lover of music you can blindly purchase this earphone they dont pain in you ear if you are play music a long time . I purchase this in 299rs and in this price range this is best earphone",5
"1. Material Quality - Not Bad...
2. Sound Quality - Awesome...
3. Bass - Decent Quality...
4. Battery Backup - Very Good...
5. Design & Bulid Quality - Very nice...
6. Fitting - Oky Type...
Overall very nice and Velue for money product...
Really i love the product...🤩",5
"Writing this review after using more than 15 days. 255F pro+ has super sound quality. Bass is decent and fair enough. Most important highlight of this headset is battery life,it's amazing. Runtime depends on usage but definitely it will give you more than any other headset.
Should go for it.",5
"One of the best Bluetooth Boat.
1- Battery Backup Amazing
2- light wait
3-Awesome Sound quality
4-Bass good
5- Design normal but good not best",4
Nice product and fast delivery . I am happy nice job Flipkart thanks,5
"Delivered in 20 February.. today is 28 February and i didn't charge it till now still battery percentage is 70%.. i use it daily for online classes, 1 movie and 3 hours For music approx 9-10 hours daily so Battery is very Powerfull.it's housing is made by plastic and neck wire of somewhat soft silicone material cable is flat long and strong enough..Bass is above the best if you use right size of ear buds..even in 90% volume vocals are crystal clear treble is well balanced..Call quality is far...
READ MORE",5
"This product is acctullly best. best coloty and design.
But sound is little low not bed its a perfect but little low. bass is very powerful and clear. battery backup is very best in this price range. definately you purchase this product.",5
"Great product., battery backup up to 14 days use , sound quality is great ,
I am happy with the product 😊😊😊😊",5
"Just got my hands on this product. Let me be honest. Build quality pretty good. Everything fine no cracks or openings. Now the most important point - Bass. I have seen many people and many YouTubers telling that bass is bit much. For for me it is pretty well balanced and works out pretty well. I cannot tell much about battery backup. Let me use this for a couple of days. Then I will update my post. Sound quality also good and if you are used to listening to high volume of sound, you can easil...
READ MORE",5
Battery backup is best and full charge very quickly. Sound quality is best .I love it. You can buy it without any hesitation.,5
"I got this product on 5th oct 2021 , today is 15th october 2021.Iam using this product now with out charging from delivery day...
The batterry backup is owsom

Sound quality amd bass are verry nice and morethan worth for your money...
But build quality is not pretty good. But it is also value for money in this range...

The magnetic lock is not perfect... Magnetic power is little lower.
Some features are miss in this headphone ...like in oneplus headphones.. That is automatically off when we...
READ MORE",5
Very awesome as I received as expected. Same as shown in pic. Nice design and good sound quality. Bass is also good. Calling feature is very superb. Voice not interrupted while calling. Overall good product in this price. Please go for it. Must buy😊. Thanks Flipkart😍,5
Very good product. The sound is little a bit low. But good as comparing to its price. Otherwise very good product. Must buy,5
"Super design fit for ears, Mike is awesome comfortable to speak with mic
Best for this prize
Best way to buy
Buy Now hurry",5
The best product and high base and Sound clarity is very good condition so nice,5
"very good product sound quality and bass was great feeling good but the battery time was too short battery was draining fastly after a continuous use for 2 hours and this is no sweat or water proof the magnetic field is very good and the charging time takes a long time

NB:- The best product under this price you can buy simply great",5
i am very happy with FLIPKART ON LINE SHOPPING APPLICATION'S PRODUCTS ARE VERY NICELY and standard company's good performance very well products selling to customers ok more than largest thanks for FLIPKART ON LINE SHOPPING,5
"Nice product...
battery backup average and fast charging
Its a good product i like it
Thank you flipcart..........",4
Good item and useful and best thing in the cheapest price ever..,4
Nice Product I Am Happy it's sound quality is good I like it,5
superb sound quality & cool design,4
The product comes with a warranty card for one year and spare ear protectors. The sound just enough for one to get into the world of music. The bass of the sound takes the whole thing to another level. A nice product by boat in an affordable price. Thanku🤗,5
Awesome product.. i received it earlier than the date of delivery and believe me it amazed me from the very first day if usage... I loved it,4
"Super product ..Again I am writing this review ..As my experience Boat is a best company. It stated that it will work upto 1 year but in my personal experience it lasts upto 1year 4 months...Again I am buying this Ear phones...For mi phone the sound quality was awesome. It has warranty card upto 1 year , and 2 pairs of ear buds. Super fast delivery in lock down. Thank you flipkart.. For delivery boy 5/5 ratings he was so good and kind in nature...",5
Colour is awesome... God's grace I'm lucky to have it in this lock down... Very good service... Totally superb 😊👍,4
very Good Product with enough bass..and nice design and looks..compair to another 500 and 700rs headphone..I recommend pls buy and check sound..u will love it..really,5
It's Simply Awesome..!! Do Try this BASS HEADS 103... A Product of BOAT.... Nice at this Price Range.. It's Light & Comfortable.. If you love BASS then you'll definitely love this Product!!,4
Great product in the price range. Decent sound quality with moderate bass. Noice cancellation is below average. Good microphone for making calls. Fit in th ear perfectly.,5
"Great product in a very good price range. Light weight and Perfect sound quality with Perfect Bass..... #Basshead... Thn after that noise cancellation of this earphone is avaragewhich is quite impressive. Good microphone for talking. Fit in ear properly. Overally this product satisfy me very much.... I love💖 BOAT...
'THANK YOU'",5
It's a nice product for the price good sound quality and also it maintains a good bass also but it not suitable for play pubg very deficult to spot enimes mi basic headset is better for play pubg at this price range,5
These earphones are pretty basic yet they fail to provide the bare minimum one expects from budget oriented earphones. Boat is known for its bass and sturdy built quality and both were missing in this model. The wire length of the earphones are small and doesn't provide the extra freedom to move whem plugged in. BOTTOM LINE put few more bucks and go for basshead 225 or 220 or if you are short on cash Flipkart smart buy basic earphones are still better than this one.,5
Very good product sound is good and battery service is very Good cost is good I am so happy,5
Very nice products good sounds good battery thank you flip cart and Aroma and delivery boy thank you very much I am very happy and my all costumers is very happy,5
"Battery backup is awesome sound quality lil bit low but it doesn't matter to me I m totally love with battery backup 🔋

Review After using 2 month
Battery backup is awesome awesome
Highly recommended",5
Nice product ??,5
Very nice,4
Product is very nice...,4
"Good nack band
Super battery bakap on 3 day",5
Good product.thank u flipkart.,5
Bass sounds verry good😍,5
Best product,5
Good,5
Nice product,5
Good,5
Good,5
Vry nice products and sound quality gd bass is AwOsOmE 🔥,5
Very nice 👍,5
Very good product similar products,5
Battery backup is better 😉,5
Super bass,5
"I am using about more than 1month...
This product for value for money..
Battery unbelievable...more than 1 day total use..and steady mode it negligible battery ,I am use more than 4 to 5 days without changing...(2-3 hour in a day)",5
The product comes with a warranty card for one year and spare ear protectors. The sound just enough for one to get into the world of music. The bass of the sound takes the whole thing to another level. A nice product by boat in an affordable price. Thanku🤗,4
Awesome product.. i received it earlier than the date of delivery and believe me it amazed me from the very first day if usage... I loved it,5
"Super product ..Again I am writing this review ..As my experience Boat is a best company. It stated that it will work upto 1 year but in my personal experience it lasts upto 1year 4 months...Again I am buying this Ear phones...For mi phone the sound quality was awesome. It has warranty card upto 1 year , and 2 pairs of ear buds. Super fast delivery in lock down. Thank you flipkart.. For delivery boy 5/5 ratings he was so good and kind in nature...",5
Colour is awesome... God's grace I'm lucky to have it in this lock down... Very good service... Totally superb 😊👍,4
very Good Product with enough bass..and nice design and looks..compair to another 500 and 700rs headphone..I recommend pls buy and check sound..u will love it..really,5
It's Simply Awesome..!! Do Try this BASS HEADS 103... A Product of BOAT.... Nice at this Price Range.. It's Light & Comfortable.. If you love BASS then you'll definitely love this Product!!,5
Great product in the price range. Decent sound quality with moderate bass. Noice cancellation is below average. Good microphone for making calls. Fit in th ear perfectly.,5
"Great product in a very good price range. Light weight and Perfect sound quality with Perfect Bass..... #Basshead... Thn after that noise cancellation of this earphone is avaragewhich is quite impressive. Good microphone for talking. Fit in ear properly. Overally this product satisfy me very much.... I love💖 BOAT...
'THANK YOU'",5
It's a nice product for the price good sound quality and also it maintains a good bass also but it not suitable for play pubg very deficult to spot enimes mi basic headset is better for play pubg at this price range,5
These earphones are pretty basic yet they fail to provide the bare minimum one expects from budget oriented earphones. Boat is known for its bass and sturdy built quality and both were missing in this model. The wire length of the earphones are small and doesn't provide the extra freedom to move whem plugged in. BOTTOM LINE put few more bucks and go for basshead 225 or 220 or if you are short on cash Flipkart smart buy basic earphones are still better than this one.,5
"Undoubtedly the best headphones in this price range.
Delivers a well balanced sound. The bass is just awesome and a crisp treble as well. Definitely a great buy.
Built quality is nice and sturdy. The mesh like design gives the headphones a premium look.",3
"I just loved the product. It's really awesome! This earphone's sound quality is really great and also has superb bass. I think boAt provides satisfaction to all it's customers. If anyone needs an earphone with good sound quality and bass, then I would prefer this.",4
great bass good built don't expect thumping bass it is warm good for bass boosted songs,5
I have been using this headset for 5 days.The bass is super..You wil get a good quality sound..It also included six pairs of ear buds which can fit all types of ear.And it also included one button call receive and end option in the left side headset piece.Cable and ear pic quality is good.Flipkart delivery is better..Anyway i like this headset.,3
"Awesome Audio Product from boAt.
Super Extra Bass with Beautiful Sound Quality.
In-built Mic is Perfectly placed that It makes Easy to Communicate via call.
Extra Different kind of Buds for getting #PlugInToNirvana.",4
I always feel great with it.. excellent bass and sound.. I just love it 😘,4
excellent quality.. good base.. nice quality of sound... very satisfying product ....value for money....,5
Omg!!! This headphone is just awesome!!! Superb bass... Clear sound. Better than any other 2k headphone. Thank you Flipkart. Thank you boat. Very happy. Just go for it guys.,4
Very Good Bass Best Earphone Till now I have Better Than JBL 990rs Earphone you'll get 6 pairs of earbuds bigger and smaller i think it is suitable for all it also have holders for supporting it in the ear 👂,5
"It's two days since I'm using this earphones and I've faced any issues yet. They are perfect to use during your workouts and the sound they produce is just wonderful. And with an years warranty it seems to be a good product available in this price range with a good brand name. Fully satisfied with the purchase. And also the delivery was quickest.
Thankyou Flipkart.",5
"Bought it for 799 from flipkart.
Pros :
1 small drivers and anuggly fit in the ears
2 very powerful bass and great mids
3 has inbuilt mic and button
4 good noise cancellation


Cons:
1 cable is tad short
2 Highs are bit underwhelming
3 not very reccomendable for outdoor use

Update:
It has been more than 9 months now since I bought these headphones and I have earlier mentioned that the cable quality is not so good, but I take that back now as the headphones still have no issues and are work...
READ MORE",5
"My review after 4 months
Sound Quality,
Build quality of Earphones,
wires of earphones are flexible, tough,durable,
I suggest to buy this Earphones they are Awesome in this price segment and JBL is just Awesome to provide Earphones in such a nice mid range price with good quality products with Mic
The quality of mic is also very good in this price segment
I buy them in Flapkart Big Billion Days Sell",4
"Frnds I got this product before 1 YEAR ..... still awesome ... iam YUVANSHANKARRAJA fan,his music is clean ..... this EARPHONE is suitable for every type of music .... I LOVE it",5
"Best Sound Quality. BASS is balanced. Slightly Good in comfort but cannot hear music for more than 2hr due to discomfort. Supports heavy bass in Poweramp equalizer, No dissortions at all, Not Good in Noise Cancelling but cancel small sounds",4
Awesome quality of the bass 🎧... I mean totally balanced sound quality🎶 in each of the sections.... Pure perfection 👌🔥,5
"Best earphones in this price range...
i bought them and accidentally left them in my pockets and soaked my clothes in the washing machine and later while i was looking for them i realised that it still in the pocket..
i took them out and kept them in sun for a day and still there was water in them ...later after 2 days i checked them and they were working perfectly fine....so that should give you an idea how good the quality is...
Just GO FOR IT....",5
"Good sound effects, with decent bass and fix to ears perfectly and smoothly. i am using this for more than a 100 days, till now there is not even a single defects noted in this headset. Easy to roll and easy to use.
Try this",5
awesome product... high rich bass with great sound quality... great to have this product.... thanks JBL...,4
"Great earphones at this price, got a deal at Rs.699.
I've been using these earphones continuously from last 10 days and believe me guys I'm completely overwhelmed by its performance output.
I've earliest used high end earphones of Sony MDR-XB series and Sennheiser, was little confused when placing order of this. But when I received the earphones, I was shocked to hear it.
Pros.
1. I can guarantee that no other brands will give such great quality at this price point. JBL has truly done an awes...
READ MORE",5
"great sound quality from jbl. the design is good, vocals also clear, bass is good, can't find the proper words to describe the earphones. the mic also gives clear input... I would recommend this product to everyone. GO FOR IT.

Update: 3 months afterwards, someone liked the earphones so much that they stole them... :'(",5
"1. Material Quality - Not Bad...
2. Sound Quality - Awesome...
3. Bass - Decent Quality...
4. Battery Backup - Very Good...
5. Design & Bulid Quality - Very nice...
6. Fitting - Oky Type...
Overall very nice and Velue for money product...
Really i love the product...🤩",4
"Writing this review after using more than 15 days. 255F pro+ has super sound quality. Bass is decent and fair enough. Most important highlight of this headset is battery life,it's amazing. Runtime depends on usage but definitely it will give you more than any other headset.
Should go for it.",5
"One of the best Bluetooth Boat.
1- Battery Backup Amazing
2- light wait
3-Awesome Sound quality
4-Bass good
5- Design normal but good not best",5
Nice product and fast delivery . I am happy nice job Flipkart thanks,5
"Delivered in 20 February.. today is 28 February and i didn't charge it till now still battery percentage is 70%.. i use it daily for online classes, 1 movie and 3 hours For music approx 9-10 hours daily so Battery is very Powerfull.it's housing is made by plastic and neck wire of somewhat soft silicone material cable is flat long and strong enough..Bass is above the best if you use right size of ear buds..even in 90% volume vocals are crystal clear treble is well balanced..Call quality is far...
READ MORE",5
"This product is acctullly best. best coloty and design.
But sound is little low not bed its a perfect but little low. bass is very powerful and clear. battery backup is very best in this price range. definately you purchase this product.",5
"Great product., battery backup up to 14 days use , sound quality is great ,
I am happy with the product 😊😊😊😊",5
"Just got my hands on this product. Let me be honest. Build quality pretty good. Everything fine no cracks or openings. Now the most important point - Bass. I have seen many people and many YouTubers telling that bass is bit much. For for me it is pretty well balanced and works out pretty well. I cannot tell much about battery backup. Let me use this for a couple of days. Then I will update my post. Sound quality also good and if you are used to listening to high volume of sound, you can easil...
READ MORE",5
Battery backup is best and full charge very quickly. Sound quality is best .I love it. You can buy it without any hesitation.,4
"I got this product on 5th oct 2021 , today is 15th october 2021.Iam using this product now with out charging from delivery day...
The batterry backup is owsom

Sound quality amd bass are verry nice and morethan worth for your money...
But build quality is not pretty good. But it is also value for money in this range...

The magnetic lock is not perfect... Magnetic power is little lower.
Some features are miss in this headphone ...like in oneplus headphones.. That is automatically off when we...
READ MORE",5
Combined with Xiaomi's inbuilt audio enhancer these earphones gives the best audio experience ever. Build quality is pretty sturdy and reliable. Overall a great product.,5
"First' of all... the sound quality is superb, I mean literally this is having crystal clear sound... I'll give 5 out of 5 star in sound quality 🌟🌟🌟🌟🌟

Second thing...Build quality is superb the wire quality microphone quality button quality earpeice quality is awesome believe me and yup its not metal but the look & feel is like metal. So in build quality I'll 5 star 🌟🌟🌟🌟🌟.

Third thing... In term of base this is slightly low...i mean perfect but kind of low...becuz when you have cry...
READ MORE",5
"What a gem of a product this is !!! Honesty speaking this is the best budget friendly earphones I have ever used. Trust me guys have used a tones of earphones, but this one lasted too long about 8-9 months. Highly recommended!!!
Design-5*
Durability-5*
Bass-5*
Sound quality-5*
3D Acoustics-4*
Tangling- No
Mic-Yes
Warranty-Yes 1 year
Extra 2 pairs of earbud available in the box and No L shaped connector still it's a good one.",5
"Amazing product in low budget
Really I love Boult actually I'm Redmi customer
But first time boult product using iam very impressive very very good product very good deal",5
Really great earplugs.. Best sound quality.. Loved the sound quality and the design.. Received them a day ago and already in love with these earplugs.. Value for money🥰🤟🤟,4
"Awesome product with low prise , sound Quality with base is perfect , sound is awesome and clear 3.5mm audio jack with extra coted....",5
"Boult is better than JBL, SONY, SKULLCANDY etc. but this product(Boult Bassbuds X1) is even better than its own two earphones i.e. Boult Bassbuds Oak and Boult Bassbuds Strom (I have used)... better in sound clarity from these two....

But, one thing is its wire is thinner than others, let's see how much time it survives....",5
"Great quality and the sound is actually great.
1) hd sound quality is great it has micro woffers.
2) built quality is great wires are thick.
3) hd calling is great my voice was clearly audible to other person on the call.
Perfect bass and nice one. Superb sound and it has noise cancellation
I personally recomment to buy this earphones 👌👌👌",5
Must buy this product this product having so much base and 3D sound I love it it and it was so good so good not it is excellent I love you thank you,5
"After 7 days review .
1. Bass is much poweful in this price range.
2. Sound quality is best and vocals are clear .
3. Build quality is aslo best and the look of this earphone is grogeous. Alumunium driver.
If you are lover of music you can blindly purchase this earphone they dont pain in you ear if you are play music a long time . I purchase this in 299rs and in this price range this is best earphone",5
"Looking for earphones online ? This may be the best choice for you .
if you are a stock android user or mi user ,this earphone provides the best hearing experience.
Im using this earphone since hours , but no pain in ears or head ,that means their ergonomic design really worked.
👉
Some users reviewed that the sound get deteriorate above 60-70 % , but NO ..! the sound is still crispy and detailed even on 100% volume .
The Black colour looks more classy then other colours ,it has a shiney p...
READ MORE",4
"I really like the design and sound quality of this headset , Nothing to complaint. It looks beautiful and sound amazing. The red one looks shiny. Now talking about the sound quality ,the lows mids and highs are well balanced and the vocals are very clear you can experience very small details in musics and movies. The earbuds and comfort and fit nice in ear, MI also provides additional earbuds. The cable is also good quality. I'm overall happy with the product",4
in my honest review friends .. i think the sound quality is ok & decent but not soo good .. if i talk about bass . ya bass is good .. quality of wire is ok .. and mic of this earphone is very good .. thats all friends if you like my review plz give like also. Thanks friends,4
"This is my 3 Rd Time purchase. This earphone are good at there price but they will be of no use once the warranty is over. All earphone that I have brought all worked fine for 6.5 months and then suddenly one of the side stopped working, and everytime right side was not working!",5
"Nothing Great.. The sound output is fine.. Not great.. The build quality is good and its very light weight. You will not feel any sort of pain on your ears even after using it for 2hrs. Mic works fine without any issue. If sound output is your highest priority then I would suggest go for Boat Basshead which is available for ₹550 but in sale or if you are getting discount then you can get it for ₹500. But then you have to compromise for its ergonomics as they are little heavy and can come out ...
READ MORE",5
"I am fully satisfied with these. Sound quality is crisp, enough bass, vocals are good, build quality is decent, cable with rubberized feel. In Mi Note 5/pro through the 'Music' app enable the 'Mi Sound Enhancer' then select 'Mi Headphones' and enjoy the fine quality music or In other phones it is good enough to satisfy you.",5
"Excellent bass but it detoriate if keep above the volume above 70%. The enjoy the best of this earphones keep volume at 60%. Even at 60% it's loud enough.
The build quality is good keeping in mind the price.",5
It had a good review so I decided to take it but after only 1 month the right earpiece sound has become lower and now I can only hear through one earpiece well I didn't expect it.waste of money,5
"I'll give it 1/5.

Please avoid buying these Chinese OEMs. They are not worth your money. Initially my earphones worked good, I always take an extra care handling them. But suddenly one day, one of the earpieces stopped working just after its warranty period got over within just 7 months. Very disappointed.
.
.
.
Previously I had Phillips SHE1505 earphones and it worked like wonder. The sound and built quality was alot better than this Chinese ones. And also it is cheaper than this. It had ...
READ MORE",1
"build quality : it's good but I am using it for 2-3 day so I can't say how much they will run

sound quality : lit but if h hear it for the first time with full volume u may have sound a little bit of turbulence

base is too good acc. to the price segment

overall the sounds combination is lit af
u will not get a better earphones at this price
I m highly satisfied .

it comes with 4 extra earbuds",5
It's very good product. It will be work as a home theater in the room. I loved it.,5
Very nice ubon product great sound and bass is zakass Battery backup is very good A To Z Nice,5
"Very good product
Bass is super good
Battery backup is very good",5
This is a good soundbar that I purchased. Battery backup is also decent for this price. Good sound from the bar I connect my mobile and listen the songs. Good sound for Aarti for 5 to 7 members. Don't expect very loud song at this price.. with buying especially when you have a tight budget.,4
Amazing product . Must go for it . Bst in d price . Ubon products r bst . Design is superb . Sound nd bass is also gud . I ordered this for my brother as a birthday gift nd he really loved it .quality is also gud .,3
"Bass like burr burr not like boom boom....

Over all is good",4
Super sound quality with balanced bass.... Boom boom Bass Beat box.... primium look Matt finish body.... Ubon buget friendly brand👌❤️❤️❤️,5
"Sound quality is very good and Bass like boom boom, all things in one - fm, usb, sd card, aux, Bluetooth wowww. Battery life is very good and very useful product for office, home, car etc. Really love this.",4
Very Sweet Sound Quality Battery Backup Also Good Love This Product I Love Ubon,3
Nice product clear and smooth sound I love this product,3
"In-spite of having two speakers, left and right it is a ""MONO"" speaker. Which means it will ""not"" give you full surround sound effect, or stereo-phonic effect. Sound quality is decent, with decent base. However, since there are two speakers L and R dont know why company did not make it stereophonic.

I tested it with multiple left - right channel audio, but both speaker give same sound without differentiating left or right.

It will function same like normal one speaker bluetooth devices you...
READ MORE",5
"Dam!! Awesome soundbar for this price range , really worth it. Sound clarity and bass is superb. One thing noticed that playback time could be little bit better than just 6hr..",5
"Product was delivered ahead of time in three days
The design build quality of the product is osm.
The sound n build quality of the product is excellent in this price range.This product is a bit lacking in bass but good for this price range
I m happy
N thnx ekart service...For deliverd quickly n before time",5
I have just received the Product and I'm making a sincere effort to give an honest opinion.,4
"Best product in this price super sound quality
@jyotisharma",4
Better sound clarity and balanced bass even with retro songs. I am using this speaker with fire TV device and watching movies experience with dolby sound is fantastic.,4
"If you are purchasing it for FM, do not purchase this.
This product has a very bad fm connection and if connected the sound is not at all clear even if in open space and connected with charging cable to gove it a support of antenna.
Speaker quality is ok ok in Bluetooth not as great with the name of company it comes from",5
"A super duper value for money product!
1) completely loaded with all the features of BT, SD card
2) beautiful finish
3) option to have it as a soundbar or as a BT Speaker
4) since it’s bigger in size. It has great space inside for air so 10w actually sounds like 20w of regular BT speaker
5) a German brand to rely on",4
".simply great value for every penny spent, very good sound quality for this size of sound bar. Multiple connectivity, elegant design and good battery backup. Didn't felt lack of stereo as the sound is very well tuned, clear and crisp. Good job Blaupunkt, keep it up.",5
Nice product Fast delivery good design voice clarity excellent good bass,5
"This sound bar is growing on me!

Bought it after a long period of reviews. Did not want a bigger system as the intent was not to blast music. I am using this in my bedroom for a clear mids and bass while streaming. Was looking for clarity and options to use it with a variety of music sources and online streaming.
Does it job very well. JBL <3",5
"Just Superb And Amazing
The Sound quality has made me speechless at such a price range.It has a very good bass and crystal clear sound. Hdmi Arc Cable is working properly but U don't really need it coz u can pair it with a bluetooth wich is hassel free.
Built quality is very good and I didn't faced any connectivity Issues. The only bad thing is the screws sent in the package. It is for one time use.
This is my first experience with JBL and I loved It.",5
Superb. Good base on high volume and its enough for a big hall. Clarity of sound is awesome as JBL is know for this. Bluetooth connectivity is also good with smart TV as well as mobile.,3
"I have brought this product to connect to my TV but unfortunately I have only AUX 3.5mm jack for audio but with this product I can't connect bcoz this product doesn't support AUX. So right now I use this product through connecting bluetooth via mobile and I am in search of AUX 3.5mm jack to HDMI converter so that I can connect it to my TV....
So if any one having any suggestions on this plz feel free to suggest me.
Thank you🙏🙏🙏🙏",3
"Perfect fit for my mi tv 4a 40 inch with
HDMI arc..
I got it for just 6299..
Pros:
Excellent bumping bass.... Wow...
Room filling sound...
Dolby effect is good...
Cons:
Dialogues not here when watching movie
Vocal clarity average...

NO volume level indicator is big minus
NO bass trible adjustment
No usb support.",5
"""Total Paisa Vasool !!!"" If you are stuck at this budget (7K), this product is the best. I took about 20 days to review this product, as it was NOT compatible with my LeTv's HDMI(ARC) port. The TV screen was flickering, I had to order & wait for a 'Amazon Basics Optical Cable' to connect the TV with soundbar. Now it works just perfect.

110W output is more than enough for a 20x30 hall. Other than the SoundBar Remote's Volume buttons being a bit stiff/takes more response time to increase/decre...
READ MORE",5
"The speaker does its best for the price.
There is no bass at lower volume. You need to crank the volume up really high to experience some kind of Bass..
The effects are better using an optical cable or HDMI Arc..
Bluetooth has not effects or volume.
Overall, the audio is okay.",5
"Nice Bass effect in movies for a Small Room. Thumping bass from 4inch subwoofer. Don't underestimate it's a 4 inch because the name is JBL. For a small room size or hall 110w more than enough. Also better vocal and treble. The only thing you should have to use HDMI ARC from the TV out. Delivery was on time from EKART. They did their best, Nice packing",5
"Voice clarity is great and bass os adequate but if you are looking for room shaking sound and bass its not the one for you. I experienced the sound level varies with respect to connection type. In Bluetooth mode it sounds louder. But the volume bar keep on poping up whenever audio plays in Bluetooth mode. It’s annoying when your TV ans Mobile have Autoplay option in YouTube and Netflix. The volume bar keeps poping up while scrolling. HDMI connection doesn’t have this issue. Go for this if you...
READ MORE",4
super good sound and base excellent awesome product for low price,5
"Sony sound is best for indian users

Pros
1. Good design
2. Sound clarity is decent
3. Responds well with arc compatable TV's
4. No signal loss in Bluetooth
5. Has usb port for music playback
6. Dolby digital support for watching 5.1channel movies in optical option
7. Good price range

Cons
1. Wireing is a problem
2. Surround speakers wires are attached
3. They could have add fan, vent holes are their which is of no use to prevent heat for daily use
4.. Woofer bass is average don't expect l...
READ MORE",3
I like it sony home theater sound is very amazing and bass I recommend this product thank you SONY,5
"Very good 5.1 speakers for the price, I didn't do much research on buying the home theater, watched couple of videos and came across this model of sony..

Pros
1.Sony is always the best in designing and presentation of their product.
2.Soundbar looks stylish and gives a good look to the room and setup
3.Woofer box is well made and good control system as well.
4.Remote works well.
5.Wire length is ample, even though I want to extend some 10 mtrs more to reach back of my room for the rear spea...
READ MORE",5
"After 3 day use,( room size15x10)
Sound clarity super,but I did not get surround effect from rear speaker,i watched many dolby atmos vedios,and movie...But I am disappointed...Bass is ok for my room...But I felt boat sub wfr bass sound is better than this product..So..
Totally my suggestion is rethink, or buy after check surrounding performance of this product..If u r music lover don't buy,
If u r movie lover juz buy..soundbar is supper and dialogue delivery is supper..",4
"Thanks flipkart for the timely delivery. The build quality of the product is awesome and the design is classy. When it comes to the sound you will be amazed by sony sound clarity. Cristal clear sound!!!. I am not a base head but the base is perfect and its balanced. I couldnt feel any distortion and I recommend this for a medium size room since the channel separation in soundbar is above average. Talking about the surround sound it can deliver a decent performance. There are multiple modes av...
READ MORE",5
